iso3,country,hdicode,region,gii_rank_2019,gii_1995,gii_2000,gii_2005,gii_2010,gii_2011,gii_2012,gii_2013,gii_2014,gii_2015,gii_2016,gii_2017,gii_2018,gii_2019,mmr_1995,mmr_2000,mmr_2005,mmr_2010,mmr_2011,mmr_2012,mmr_2013,mmr_2014,mmr_2015,mmr_2016,mmr_2017,abr_1995,abr_2000,abr_2005,abr_2010,abr_2011,abr_2012,abr_2013,abr_2014,abr_2015,abr_2016,abr_2017,abr_2018,abr_2019,se_f_1995,se_f_2000,se_f_2005,se_f_2010,se_f_2011,se_f_2012,se_f_2013,se_f_2014,se_f_2015,se_f_2016,se_f_2017,se_f_2018,se_f_2019,se_m_1995,se_m_2000,se_m_2005,se_m_2010,se_m_2011,se_m_2012,se_m_2013,se_m_2014,se_m_2015,se_m_2016,se_m_2017,se_m_2018,se_m_2019,pr_f_1995,pr_f_1997,pr_f_2000,pr_f_2005,pr_f_2010,pr_f_2011,pr_f_2012,pr_f_2013,pr_f_2014,pr_f_2015,pr_f_2016,pr_f_2017,pr_f_2018,pr_f_2019,pr_m_1995,pr_m_1997,pr_m_2000,pr_m_2005,pr_m_2010,pr_m_2011,pr_m_2012,pr_m_2013,pr_m_2014,pr_m_2015,pr_m_2016,pr_m_2017,pr_m_2018,pr_m_2019,lfpr_f_1995,lfpr_f_2000,lfpr_f_2005,lfpr_f_2010,lfpr_f_2011,lfpr_f_2012,lfpr_f_2013,lfpr_f_2014,lfpr_f_2015,lfpr_f_2016,lfpr_f_2017,lfpr_f_2018,lfpr_f_2019,lfpr_m_1995,lfpr_m_2000,lfpr_m_2005,lfpr_m_2010,lfpr_m_2011,lfpr_m_2012,lfpr_m_2013,lfpr_m_2014,lfpr_m_2015,lfpr_m_2016,lfpr_m_2017,lfpr_m_2018,lfpr_m_2019
IRL,Ireland,Very High,,23,0.203,0.198,0.191,0.17,0.153,0.148,0.139,0.135,0.128,0.111,0.105,0.099,0.093,7,7,7,6,7,6,6,6,6,6,5,16.177,18.192,18.79,16.279,15.1788,14.0786,12.9784,11.8782,10.778,9.96225,9.1465,8.33075,7.515,66.9,72.9,74.8472,79.40574,80.51964,80.75369667,80.98775333,81.22181,81.45586667,81.68992333,81.92398,81.92398,81.92398,64.77,67.93853,69.10608,78.02836,78.56149,78.74338333,78.92527667,79.10717,79.28906333,79.47095667,79.65286,79.65286,79.94372604,13.71681416,13.71681416,13.71681416,14.15929204,16.07142857,19.02654867,19.02654867,19.91150442,19.46902655,19.91150442,24.31192661,24.31192661,24.31192661,24.31192661,86.28318584,86.28318584,86.28318584,85.84070796,83.92857143,80.97345133,80.97345133,80.08849558,80.53097345,80.08849558,75.68807339,75.68807339,75.68807339,75.68807339,42.11,50.079,54.552,55.6,55.323,55.145,55.673,55.297,55.107,55.733,55.8,56.152,55.973,71.656,75.358,75.857,70.519,69.553,69.179,69.347,69.324,69.476,69.315,68.83,68.787,68.365
IRN,Iran (Islamic Republic of),High,SA,113,0.657,0.593,0.511,0.519,0.516,0.511,0.512,0.516,0.507,0.455,0.451,0.455,0.459,74,48,34,22,19,18,17,17,17,16,16,70.61,44.314,32.75,31.535,32.1422,32.7494,33.3566,33.9638,34.571,36.087,37.603,39.119,40.635,34.65090625,47.86534894,58.54993906,59.96088,60.869445,61.77801,64.89202,65.76886,66.561025,67.35319,67.35319,67.35319,67.35319,43.78,54.70884,66.68239,64.65541,65.97779,67.30017,70.21543,70.21543,70.21543,70.86891,72.04568,72.04568,72.83602046,4.887218045,4.887218045,3.448275862,4.137931034,2.75862069,2.75862069,3.103448276,3.103448276,3.103448276,3.103448276,5.882352941,5.882352941,5.882352941,5.882352941,95.11278195,95.11278195,96.55172414,95.86206897,97.24137931,97.24137931,96.89655172,96.89655172,96.89655172,96.89655172,94.11764706,94.11764706,94.11764706,94.11764706,10.45,13.878,19.453,15.694,15.061,14.464,13.899,13.362,14.779,16.659,17.889,17.721,17.541,75.48,73.553,74.546,69.883,69.68,69.464,69.215,68.906,69.672,70.813,71.473,71.854,71.509
IRQ,Iraq,Medium,AS,146,0.707,0.664,,0.575,0.572,0.571,0.572,0.578,0.566,0.556,0.584,0.581,0.577,118,79,127,70,67,66,75,92,83,78,79,67.455,64.822,63.149,73.848,74.977,76.106,77.235,78.364,79.493,77.553,75.613,73.673,71.733,17.5,21.16,25.22,27.75,29.76,31.77,33.78,35.79,35.79,37.8,38.66,39.52,39.52,38.77,43.44,48.29,50.22,51.536,52.852,54.168,55.484,55.484,56.8,56.66,56.52,56.52,6.4,6.4,7.6,,25.23076923,25.23076923,25.23076923,25.23076923,25.30487805,26.52439024,26.52439024,25.30487805,25.22796353,25.22796353,93.6,93.6,92.4,,74.76923077,74.76923077,74.76923077,74.76923077,74.69512195,73.47560976,73.47560976,74.69512195,74.77203647,74.77203647,8.446,9.664,11.528,12.007,11.927,11.871,12.712,13.623,14.088,14.584,11.279,11.409,11.619,76.629,75.495,73.256,72.284,72.388,72.502,73.317,74.109,73.813,73.396,73.889,74.173,74.228
ISL,Iceland,Very High,,9,0.184,0.148,0.125,0.099,0.098,0.093,0.088,0.083,0.075,0.066,0.069,0.063,0.058,7,6,5,5,5,4,4,5,4,4,4,25.501,23.519,17.25,14.3,13.312,12.324,11.336,10.348,9.36,8.58725,7.8145,7.04175,6.269,52.18,71.59231434,91.00462869,97.9823372,100,100,100,100,100,100,100,100,100,73.41260829,82.64345981,91.58484211,97.18124686,100,100,100,100,100,100,100,100,100,25.3968254,25.3968254,34.92063492,33.33333333,42.85714286,39.68253968,39.68253968,39.68253968,39.68253968,41.26984127,47.61904762,38.0952381,38.0952381,38.0952381,74.6031746,74.6031746,65.07936508,66.66666667,57.14285714,60.31746032,60.31746032,60.31746032,60.31746032,58.73015873,52.38095238,61.9047619,61.9047619,61.9047619,71.282,73.736,70.876,70.634,70.216,70.84,71.48,72.146,73.098,73.178,72.322,71.057,70.846,82.201,83.044,80.685,79.136,78.385,77.848,78.7,80.39,80.948,82.325,80.974,79.532,79.225
ISR,Israel,Very High,,26,0.244,0.197,0.173,0.149,0.144,0.14,0.13,0.127,0.114,0.111,0.106,0.102,0.109,9,7,5,4,4,4,4,4,3,3,3,19.342,17.653,16.052,14.038,13.539,13.04,12.541,12.042,11.543,11.059,10.575,10.091,9.607,70.11,71.37313182,72.63626364,83.07914,83.97947,84.36737,86.98451,87.30312,87.30312,87.77685,87.77685,87.77685,87.94330874,71.54,73.57,72.96114167,86.48041,86.99826,87.25674,89.83457,90.32773,90.32773,90.53217,90.53217,90.53217,90.69420266,7.5,7.5,12.5,15,19.16666667,20,20,22.5,22.5,26.66666667,26.66666667,27.5,27.5,23.33333333,92.5,92.5,87.5,85,80.83333333,80,80,77.5,77.5,73.33333333,73.33333333,72.5,72.5,76.66666667,51.281,53.237,55.046,57.029,56.796,57.967,58.132,59.028,58.985,59.371,59.205,59.7,59.693,72.969,69.663,68.768,69.361,69.252,69.43,69.603,69.521,69.508,69.289,69.206,68.636,68.547
ITA,Italy,Very High,,14,0.198,0.178,0.176,0.124,0.12,0.116,0.09,0.087,0.086,0.084,0.081,0.07,0.069,6,4,3,2,2,2,2,2,2,2,2,7.743,6.428,7.077,6.999,6.778,6.557,6.336,6.115,5.894,5.7305,5.567,5.4035,5.24,52.17,59.3,63.46123,69.12921,70.23312,71.24902,72.338065,73.42711,74.34413,74.98488604,75.62564208,75.62564208,75.89580065,63.37,68.98878333,74.56234,78.98518,79.75078,80.54098,83.30018881,83.13468441,82.96918,82.96918,82.96918,82.96918,83.35229244,10.041841,10.041841,10.041841,10.35218783,20.27310924,20.58823529,20.60988433,30.59936909,30.62302006,30.07360673,30.07360673,30.10526316,35.57894737,35.26315789,89.958159,89.958159,89.958159,89.64781217,79.72689076,79.41176471,79.39011567,69.40063091,69.37697994,69.92639327,69.92639327,69.89473684,64.42105263,64.73684211,33.57,35.32,37.798,37.94,38.155,39.459,39.397,39.84,39.515,40.184,40.68,40.835,40.759,62.228,61.2,60.994,59.003,58.646,59.171,58.507,58.541,58.724,59.098,59.233,59.264,58.997
JAM,Jamaica,High,LAC,88,0.474,0.457,0.458,0.443,0.431,0.428,0.424,0.417,0.414,0.404,0.401,0.399,0.396,79,77,80,79,79,79,79,78,78,80,80,97.655,93.76,83.981,74.028,71.3732,68.7184,66.0636,63.4088,60.754,58.75475,56.7555,54.75625,52.757,39.89682637,51.10570417,55.47950673,59.70805386,61.54957,63.39108614,65.23260227,67.07411841,68.91563454,69.38367984,69.85172513,69.85172513,70.04393986,45.02,54,54.09180455,54.18360909,54.20197,55.92921328,57.65645657,59.38369985,61.11094313,61.73848827,62.36603341,62.36603341,62.36603341,12.34567901,12.34567901,16.04938272,13.58024691,13.58024691,15.47619048,15.47619048,15.47619048,16.66666667,16.66666667,19.04761905,19.04761905,19.04761905,19.04761905,87.65432099,87.65432099,83.95061728,86.41975309,86.41975309,84.52380952,84.52380952,84.52380952,83.33333333,83.33333333,80.95238095,80.95238095,80.95238095,80.95238095,64.623,58.087,56.114,55.595,55.665,55.728,57.11,56.91,57.354,59.263,60.385,59.541,59.782,77.03,76.033,73.738,71.097,70.611,70.122,70.985,71.173,71.517,72.32,72.894,72.33,72.468
JOR,Jordan,High,AS,109,0.667,0.627,0.56,0.487,0.488,0.487,0.485,0.481,0.481,0.46,0.455,0.452,0.45,81,70,62,53,52,52,51,49,48,47,46,49.745,41.043,34.48,30.613,30.1072,29.6014,29.0956,28.5898,28.084,27.53225,26.9805,26.42875,25.877,31.44907818,36.79073195,50.099635,69.45227,71.7,73.95,76.2,78.45,78.45,80.7,81.36,82.02,82.15009517,35.7580424,41.86891294,58.345015,78.46843,79.89367087,81.31891173,82.7441526,84.16939347,85.59463433,85.83518132,85.83518132,85.88,86.05994058,1.666666667,1.666666667,2.5,7.272727273,12.22222222,11.11111111,11.11111111,12.10762332,12,11.55555556,15.38461538,15.38461538,15.38461538,15.38461538,98.33333333,98.33333333,97.5,92.72727273,87.77777778,88.88888889,88.88888889,87.89237668,88,88.44444444,84.61538462,84.61538462,84.61538462,84.61538462,12.192,12.706,12.198,15.258,15.2,14.818,13.86,13.903,13.979,14.08,14.208,14.36,14.386,69.186,68.927,67.59,67.209,66.107,64.899,63.879,63.917,63.933,63.992,63.992,63.951,63.742
JPN,Japan,Very High,,24,0.156,0.135,0.146,0.121,0.12,0.129,0.13,0.127,0.121,0.109,0.103,0.1,0.094,11,9,7,6,6,5,5,5,5,5,5,3.749,4.353,5.659,5.114,4.987,4.86,4.733,4.606,4.479,4.30425,4.1295,3.95475,3.78,71.23,77.23,81.64,87.00028,88.50897851,90.01767702,91.52637552,93.03507403,93.03507403,94.5,94.84,95.18,95.27327069,74.45,79.27,82.84,85.84216,87.04126329,88.24036657,89.43946986,90.63857314,90.63857314,91.6,91.88,92.16,92.27957105,7.712765957,7.712765957,10.6557377,10.66481994,13.5734072,13.43490305,11.31284916,10.8033241,10.8033241,11.57601116,13.24965132,13.71994342,13.71994342,14.50704225,92.28723404,92.28723404,89.3442623,89.33518006,86.4265928,86.56509695,88.68715084,89.1966759,89.1966759,88.42398884,86.75034868,86.28005658,86.28005658,85.49295775,50.031,49.255,48.373,48.72,48.353,48.287,49.026,49.47,49.853,50.587,51.402,52.771,52.738,77.874,76.622,73.538,72.113,71.515,70.947,70.849,70.808,70.755,70.923,70.937,71.566,71.28
KAZ,Kazakhstan,Very High,ECA,44,0.444,0.4,0.358,0.275,0.265,0.24,0.227,0.218,0.212,0.196,0.192,0.191,0.19,88,61,43,22,19,17,14,13,12,10,10,53.733,42.088,29.127,28.053,28.7044,29.3558,30.0072,30.6586,31.31,30.92,30.53,30.14,29.75,70.44223889,81.49278125,94.1765375,96.106,95.32,96.016,96.712,97.408,98.104,98.8,98.54,99.29102,99.29102,79.2,91.6,97.93,99.96900897,98.916,99.012,99.108,99.204,99.3,99.1,99.1,99.64934,99.64934,11.40350877,11.40350877,11.20689655,8.620689655,13.63636364,13.63636364,18.18181818,18.18181818,19.75308642,20.12987013,20.77922078,22.07792208,22.07792208,22.07792208,88.59649123,88.59649123,88.79310345,91.37931034,86.36363636,86.36363636,81.81818182,81.81818182,80.24691358,79.87012987,79.22077922,77.92207792,77.92207792,77.92207792,65.335,65.514,64.373,65.381,65.37,65.415,65.478,65.544,65.379,64.347,63.199,63.014,62.675,78.164,76.977,75.271,75.884,75.943,76.102,76.315,76.8,77.03,76.554,75.977,75.814,75.529
KEN,Kenya,Medium,SSA,126,0.707,0.692,0.645,0.594,0.587,0.582,0.544,0.54,0.537,0.534,0.524,0.521,0.518,722,708,618,432,398,373,364,358,353,346,342,115.26,111.494,104.2,97.092,94.9042,92.7164,90.5286,88.3408,86.153,83.38425,80.6155,77.84675,75.078,11.26,15.11,21.98091667,25.34748,25.96377167,26.58006334,27.19635501,27.81264668,27.98,28.6,29.22,29.84,29.84,27.39,32.16,36.21,31.44586,32.11536951,32.78487902,33.72665927,34.66843951,35.61021976,36.552,36.552,37.314,37.314,2.97029703,2.97029703,3.571428571,7.142857143,9.821428571,9.821428571,9.821428571,19.85645933,20.33492823,20.81339713,20.81339713,23.26139089,23.26139089,23.26139089,97.02970297,97.02970297,96.42857143,92.85714286,90.17857143,90.17857143,90.17857143,80.14354067,79.66507177,79.18660287,79.18660287,76.73860911,76.73860911,76.73860911,70.075,68.646,60.282,66.378,67.419,68.378,69.271,70.126,70.957,71.769,71.85,71.931,72.128,75.115,73.525,70.13,75.051,75.77,76.393,76.944,77.453,77.938,78.402,77.799,77.163,77.345
KGZ,Kyrgyzstan,Medium,ECA,82,0.517,0.481,0.676,0.361,0.367,0.37,0.375,0.375,0.389,0.383,0.378,0.375,0.369,101,79,82,79,79,74,70,69,66,63,60,68.832,62.53,34.35,29.746,32.6004,35.4548,38.3092,41.1636,44.018,41.20425,38.3905,35.57675,32.763,79.25919887,87.311965,91.31579,94.51885,95.368,96.226,97.084,97.942,98.8,98.68,98.56,98.56,99.09042481,75.86,79.66,87.9,96.76,97.148,97.536,97.924,98.312,98.7,98.52,98.34,98.34,98.34,4.761904762,4.761904762,6,0.1,23.33333333,23.33333333,23.33333333,23.33333333,23.33333333,19.16666667,19.16666667,19.16666667,19.16666667,19.16666667,95.23809524,95.23809524,94,99.9,76.66666667,76.66666667,76.66666667,76.66666667,76.66666667,80.83333333,80.83333333,80.83333333,80.83333333,80.83333333,56.461,55.236,54.057,52.157,52.627,51.576,49.215,50.388,49.892,48.366,46.018,45.026,44.768,73.996,73.928,76.086,76.622,77.055,76.9,76.482,75.033,75.529,75.475,75.157,75.724,75.735
KHM,Cambodia,Medium,EAP,117,0.658,0.598,0.568,0.506,0.502,0.497,0.493,0.488,0.483,0.478,0.475,0.473,0.474,699,488,351,248,232,215,202,189,178,168,160,66.781,51.511,48.188,46.978,47.3456,47.7132,48.0808,48.4484,48.816,49.15625,49.4965,49.83675,50.177,5.33,6.06,8.232714286,9.86,10.688,11.516,12.344,13.172,13.172,14,15.08,15.08,15.08,14.84,16.22,20.54384286,22.94,23.732,24.524,25.316,26.108,26.108,26.9,28.1,28.1,28.22107809,5.833333333,5.833333333,9.289617486,10.86956522,19.02173913,18.47826087,18.47826087,18.47826087,18.47826087,19.02173913,19.02173913,18.47826087,19.2513369,19.2513369,94.16666667,94.16666667,90.71038251,89.13043478,80.97826087,81.52173913,81.52173913,81.52173913,81.52173913,80.97826087,80.97826087,81.52173913,80.7486631,80.7486631,77.203,76.846,75.737,81.767,82.443,79.002,75.161,74.823,74.291,76.544,76.413,76.276,76.305,84.561,81.003,86.877,89.046,89.633,88.335,86.891,87.033,86.925,88.704,88.716,88.694,88.871
KIR,Kiribati,Medium,EAP,,,,,,,,,,,,,,,168,136,119,112,110,107,104,100,97,94,92,45.94,41.56,33.502,27.238,26.0172,24.7964,23.5756,22.3548,21.134,19.89475,18.6555,17.41625,16.177,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,4.87804878,4.761904762,4.347826087,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,6.52173913,6.52173913,6.52173913,6.52173913,99.9,99.9,95.12195122,95.23809524,95.65217391,91.30434783,91.30434783,91.30434783,91.30434783,91.30434783,93.47826087,93.47826087,93.47826087,93.47826087,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,Saint Kitts and Nevis,High,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33333333,13.33333333,13.33333333,0.1,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,86.66666667,86.66666667,86.66666667,99.9,93.33333333,93.33333333,93.33333333,93.33333333,93.33333333,86.66666667,86.66666667,86.66666667,86.66666667,86.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,Korea (Republic of),Very High,,11,0.28,0.194,0.11,0.098,0.094,0.086,0.085,0.078,0.076,0.069,0.067,0.064,0.064,20,17,15,15,14,13,13,12,12,11,11,4.111,2.926,2.19,1.999,1.9524,1.9058,1.8592,1.8126,1.766,1.66925,1.5725,1.47575,1.379,64.3,69.55694,74.07859,77.05063,77.709536,78.368442,79.027348,79.686254,80.34516,80.43655096,80.43655096,80.43655096,80.43655096,82.08909,84.86297,87.49264,89.11392,90.47634811,91.83877621,93.20120432,94.56363242,94.56363242,95.5608701,95.5608701,95.5608701,95.46899485,3.010033445,3.010033445,5.860805861,13.37792642,14.71571906,14.71571906,15.66666667,15.66666667,16.33333333,16.33333333,17,17,17,16.66666667,96.98996656,96.98996656,94.13919414,86.62207358,85.28428094,85.28428094,84.33333333,84.33333333,83.66666667,83.66666667,83,83,83,83.33333333,48.314,48.818,50.388,49.493,49.73,50.05,50.317,51.468,51.905,52.237,52.746,52.9,52.892,75.281,73.712,73.964,72.156,72.285,72.477,72.521,73.404,73.316,73.372,73.454,73.057,73.102
KWT,Kuwait,Very High,AS,53,0.588,0.586,0.381,0.228,0.224,0.241,0.235,0.33,0.328,0.312,0.277,0.274,0.242,10,10,10,10,10,11,11,11,11,12,12,22.685,26.304,19.666,13.349,12.5684,11.7878,11.0072,10.2266,9.446,9.133,8.82,8.507,8.194,42.56200568,46.56494002,46.41317,54.66431,55.1409,55.61749,55.76363,56.7822603,54.77709,55.3901,56.00311,56.56559,56.56559,48.58,49.06,42.23398,47.189318,47.490662,47.792006,48.09335,48.38985,48.68635,48.98023139,49.22928,49.08439,49.08439,0.1,0.1,0.1,1.538461538,7.692307692,7.692307692,6.153846154,6.153846154,1.538461538,1.538461538,2,3.076923077,3.076923077,4.615384615,99.9,99.9,99.9,98.46153846,92.30769231,92.30769231,93.84615385,93.84615385,98.46153846,98.46153846,98,96.92307692,96.92307692,95.38461538,41.122,43.307,41.781,46.564,47.034,47.647,48.571,49.383,50.027,49.894,50.124,49.885,49.683,84.195,82.886,82.581,84.709,85.288,85.788,86.334,86.806,87.19,87.264,87.553,87.585,87.512
LAO,Lao People's Democratic Republic,Medium,EAP,113,,0.58,0.544,0.509,0.503,0.496,0.49,0.483,0.478,0.467,0.461,0.46,0.459,682,544,410,292,272,254,238,223,209,196,185,104.887,89.986,77.266,72.039,71.1644,70.2898,69.4152,68.5406,67.666,67.102,66.538,65.974,65.41,9.81,13.97,18.31,22.88,24.764,26.648,28.532,30.416,30.416,32.3,33.64,34.98,35.14817308,23.42,27.78,32.14,37.02,38.476,39.932,41.388,42.844,42.844,44.3,45.16,46.02,46.24109253,,,21.21212121,22.93577982,25.2173913,25,25,25,25,25,27.51677852,27.51677852,27.51677852,27.51677852,,,78.78787879,77.06422018,74.7826087,75,75,75,75,75,72.48322148,72.48322148,72.48322148,72.48322148,79.948,79.059,77.855,76.83,76.804,76.798,76.795,76.791,76.772,76.743,76.715,76.682,76.744,82.078,81.102,79.803,79.355,79.52,79.712,79.901,80.072,80.206,80.2,80.192,80.175,80.213
LBN,Lebanon,High,AS,96,,,,0.424,0.43,0.432,0.439,0.444,0.448,0.446,0.444,0.413,0.411,31,28,24,23,25,25,27,28,29,29,29,44.537,30.804,21.168,15.048,15.3332,15.6184,15.9036,16.1888,16.474,15.9805,15.487,14.9935,14.5,,,53.02489,53.02489,53.02489,53.02489,53.02489,53.02489,53.02489,53.02489,53.02489,54.31374759,54.31374759,,,,55.38866,55.38866,55.38866,55.38866,55.38866,55.38866,55.38866,55.38866,55.56182719,55.56182719,2.34375,2.34375,2.34375,4.6875,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,4.6875,4.6875,97.65625,97.65625,97.65625,95.3125,96.875,96.875,96.875,96.875,96.875,96.875,96.875,96.875,95.3125,95.3125,20.955,21.561,21.197,22.833,22.898,22.883,22.787,22.663,22.572,22.655,22.749,22.871,22.874,70.072,71.666,72.544,69.807,70.179,70.511,70.855,71.157,71.425,71.466,71.515,71.519,71.41
LBR,Liberia,Low,SSA,156,,0.687,0.669,0.656,0.665,0.659,0.657,0.657,0.66,0.656,0.657,0.65,0.65,1430,894,816,708,694,683,674,688,691,661,661,161.417,152.111,146.674,141.18,140.7524,140.3248,139.8972,139.4696,139.042,138.272,137.502,136.732,135.962,10.03,11.43,13.03,15.37,15.856,16.342,16.828,17.314,17.314,17.8,18.54,18.54,18.54536769,33.62,35.5,37.49,39.31,39.408,39.506,39.604,39.702,39.702,39.8,39.64,39.64,40.11511391,,,11.11111111,13.82978723,13.82978723,10.67961165,11.65048544,11.65048544,11.65048544,10.67961165,10.67961165,9.900990099,11.65048544,11.65048544,,,88.88888889,86.17021277,86.17021277,89.32038835,88.34951456,88.34951456,88.34951456,89.32038835,89.32038835,90.0990099,88.34951456,88.34951456,69.501,69.428,69.789,70.091,70.112,70.124,70.119,70.138,70.146,72.14,72.092,72.044,72.058,80.481,79.536,80.565,81.125,81.048,80.887,80.628,80.398,80.118,81.441,81.058,80.658,80.615
LBY,Libya,High,AS,56,,,0.339,0.287,,0.238,0.241,0.248,0.256,0.257,0.254,0.253,0.252,77,70,57,53,56,55,58,63,70,73,72,11.777,8.314,6.336,6.25,6.225,6.2,6.175,6.15,6.125,6.036,5.947,5.858,5.769,24.41,34.05,45.1,55.47,58.016,60.562,63.108,65.654,65.654,68.2,69.36,69.36,70.4920975,32.68,38.29,40.48,41.88,42.464,43.048,43.632,44.216,44.216,44.8,44.96,44.96,45.05386134,,,,4.736842105,7.692307692,,16.5,16.5,15.95744681,15.95744681,15.95744681,15.95744681,15.95744681,15.95744681,,,,95.26315789,92.30769231,,83.5,83.5,84.04255319,84.04255319,84.04255319,84.04255319,84.04255319,84.04255319,26.348,28.9,31.761,33.639,33.812,33.944,34.027,34.052,34.015,34.051,34.06,34.038,33.949,58.906,59.219,60.725,62.911,63.411,63.873,64.275,64.597,64.827,65.047,65.203,65.291,65.31
LCA,Saint Lucia,High,LAC,90,,,,,,,0.417,0.412,0.408,0.407,0.405,0.403,0.401,79,86,83,109,116,116,108,104,115,117,117,94.627,69.805,54.575,48.16,47.3608,46.5616,45.7624,44.9632,44.164,43.257,42.35,41.443,40.536,,,,48.24298,48.24298,48.24298,48.24298,48.24298,48.24298,48.24298,48.24298,49.22039668,49.22039668,,,,,,,41.99041,41.99041,41.99041,41.99041,41.99041,42.0644932,42.0644932,14.28571429,14.28571429,13.79310345,20.68965517,20.68965517,24.13793103,17.24137931,17.24137931,17.24137931,20.68965517,20.68965517,20.68965517,20.68965517,20.68965517,85.71428571,85.71428571,86.20689655,79.31034483,79.31034483,75.86206897,82.75862069,82.75862069,82.75862069,79.31034483,79.31034483,79.31034483,79.31034483,79.31034483,50.395,52.976,56.794,57.036,57.673,57.912,58.002,58.257,58.469,58.909,59.29,59.326,59.537,77.191,75.249,75.334,74.899,74.692,74.784,75.007,75.129,75.226,75.109,75.006,75.039,74.999
LIE,Liechtenstein,Very High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,24,24,24,24,20,20,20,20,12,12,12,96,96,96,76,76,76,76,80,80,80,80,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,High,SA,90,0.474,,0.442,0.415,0.409,0.412,0.405,0.404,0.412,0.399,0.398,0.396,0.401,73,56,45,38,38,37,37,36,36,36,36,29.293,29.16,27.904,22.289,22.2006,22.1122,22.0238,21.9354,21.847,21.61675,21.3865,21.15625,20.926,59.86,71,72.21,73.47604286,74.21970571,74.96336857,75.70703143,76.45069429,77.19435714,77.93802,78.49392,79.19807,79.19807,64.03,74.6,75.06523857,75.70816768,76.9192605,78.13035333,79.34144615,80.55253898,81.278,79.80309,80.37131,81.01227,81.01227,5.333333333,5.333333333,,4.888888889,5.333333333,5.777777778,5.777777778,5.777777778,5.777777778,4.888888889,5.777777778,5.777777778,5.777777778,5.333333333,94.66666667,94.66666667,,95.11111111,94.66666667,94.22222222,94.22222222,94.22222222,94.22222222,95.11111111,94.22222222,94.22222222,94.22222222,94.66666667,36.329,37.29,36.864,34.411,34.364,32.829,35.377,34.461,35.737,35.844,35.658,35.577,35.436,74.97,76.962,76.834,76.473,75.84,75.933,76.199,75.365,75.829,76.271,75.569,74.865,74.592
LSO,Lesotho,Low,SSA,139,0.586,0.586,0.578,0.566,0.563,0.557,0.557,0.555,0.558,0.55,0.552,0.553,0.553,597,614,679,594,585,586,583,579,574,559,544,87.882,85.508,87.94,86.881,87.3072,87.7334,88.1596,88.5858,89.012,89.9405,90.869,91.7975,92.726,18.16,23.7,26.78779167,17.28433074,18.85161192,20.4188931,21.98617428,23.55345546,23.55345546,29.816,31.8,32.84,33.0426436,14.47,18.43,22.63563333,18.40991848,19.42999312,20.45006775,21.47014239,22.49021703,22.49021703,23.15,24.2,25.1,25.49245512,11.2244898,11.2244898,10.71428571,16.99346405,22.87581699,23.52941176,26.79738562,26.79738562,26.79738562,24.83660131,24.83660131,22.72727273,22.72727273,23.02631579,88.7755102,88.7755102,89.28571429,83.00653595,77.12418301,76.47058824,73.20261438,73.20261438,73.20261438,75.16339869,75.16339869,77.27272727,77.27272727,76.97368421,68.302,67.697,63.816,60.598,60.2,59.782,59.332,59.569,59.754,59.927,60.105,60.249,60.159,83.079,80.386,77.939,76.533,76.492,76.443,76.362,76.228,75.984,75.944,75.961,75.843,75.939
LTU,Lithuania,Very High,,34,0.329,0.286,0.196,0.168,0.165,0.145,0.142,0.137,0.133,0.134,0.131,0.128,0.124,29,17,14,10,10,10,10,9,9,8,8,44.877,31.774,21.073,18.92,17.8216,16.7232,15.6248,14.5264,13.428,12.7845,12.141,11.4975,10.854,72.67,80.28,83.70192,88.62488,89.33382,89.1177,90.22254,91.05434,91.75601,93.66272,94.29903,94.29903,94.29903,80.92,85.78466,91.06796,93.87503,94.51245,94.34216,94.91919,95.61561,96.35735,97.09763,97.24286,97.24286,97.43829842,17.51824818,17.51824818,10.63829787,21.9858156,19.14893617,19.14893617,24.46043165,24.11347518,24.11347518,23.40425532,21.27659574,21.27659574,21.27659574,21.27659574,82.48175182,82.48175182,89.36170213,78.0141844,80.85106383,80.85106383,75.53956835,75.88652482,75.88652482,76.59574468,78.72340426,78.72340426,78.72340426,78.72340426,53.694,54.794,50.603,52.547,53.108,53.629,53.258,54.078,54.545,55.807,56.084,56.733,56.538,70.937,66.452,62.87,62.336,63.623,63.667,64.395,65.221,64.992,66.299,66.736,67.82,67.74
